Methods,&,A2C,&,A2P,&,A2R,&,C2A,&,C2P,&,C2R,&,P2A,&,P2C,&,P2R,&,R2A,&,R2C,&,R2P,&,Avg,\\
SO,&,73.39$\pm$0.06,&,89.19$\pm$0.07,&,92.23$\pm$0.02,&,87.93$\pm$0.05,&,92.11$\pm$0.15,&,90.87$\pm$0.18,&,72.67$\pm$0.26,&,74.93$\pm$0.13,&,89.21$\pm$0.07,&,81.48$\pm$0.04,&,76.85$\pm$0.16,&,93.48$\pm$0.07,&,84.53,\\
DANCE,&,80.41$\pm$0.04,&,91.01$\pm$0.22,&,92.63$\pm$0.08,&,88.15$\pm$0.09,&,93.8$\pm$0.05,&,91.57$\pm$0.1,&,75.77$\pm$0.02,&,78.93$\pm$0.19,&,91.13$\pm$0.28,&,83.35$\pm$0.21,&,80.17$\pm$0.1,&,94.22$\pm$0.05,&,86.76,\\
OVANet,&,76.65$\pm$0.18,&,92.89$\pm$0.06,&,93.55$\pm$0.15,&,87.56$\pm$0.1,&,93.41$\pm$0.2,&,90.89$\pm$0.26,&,71.32$\pm$0.23,&,77.95$\pm$0.06,&,90.35$\pm$0.07,&,81.78$\pm$0.22,&,78.15$\pm$0.1,&,94.09$\pm$0.34,&,85.72,\\
UniOT,&,79.4$\pm$0.54,&,90.87$\pm$2.05,&,94.6$\pm$0.51,&,83.25$\pm$0.88,&,93.25$\pm$0.34,&,90.9$\pm$0.92,&,76.83$\pm$4.88,&,75.45$\pm$1.72,&,89.5$\pm$0.32,&,80.12$\pm$1.47,&,78.79$\pm$0.85,&,94.17$\pm$0.73,&,85.59,\\
WiSE-FT,&,78.15$\pm$0.02,&,93.32$\pm$0.04,&,\textbf{95.79}$\pm$0.03,&,92.46$\pm$0.05,&,\textbf{95.31}$\pm$0.15,&,95.16$\pm$0.06,&,83.67$\pm$0.19,&,80.21$\pm$0.02,&,93.99$\pm$0.06,&,88.57$\pm$0.13,&,79.71$\pm$0.09,&,\textbf{95.0}$\pm$0.0,&,89.28,\\
CLIP cross-model,&,75.95$\pm$0.1,&,91.07$\pm$0.13,&,93.99$\pm$0.06,&,90.54$\pm$0.18,&,93.73$\pm$0.1,&,93.36$\pm$0.09,&,83.61$\pm$0.07,&,79.94$\pm$0.09,&,93.65$\pm$0.08,&,85.53$\pm$0.08,&,78.29$\pm$0.04,&,94.15$\pm$0.03,&,87.82,\\
CLIP zero-shot,&,80.42$\pm$0.0,&,\textbf{93.53}$\pm$0.0,&,93.71$\pm$0.0,&,91.03$\pm$0.0,&,93.53$\pm$0.0,&,93.71$\pm$0.0,&,91.03$\pm$0.0,&,80.42$\pm$0.0,&,93.71$\pm$0.0,&,91.03$\pm$0.0,&,80.42$\pm$0.0,&,93.53$\pm$0.0,&,89.67,\\
CLIP distillation (Ours),&,\textbf{81.12}$\pm$0.0,&,93.11$\pm$0.0,&,95.73$\pm$0.0,&,\textbf{92.7}$\pm$0.0,&,93.11$\pm$0.0,&,\textbf{95.73}$\pm$0.0,&,\textbf{92.7}$\pm$0.0,&,\textbf{81.12}$\pm$0.0,&,\textbf{95.73}$\pm$0.0,&,\textbf{92.7}$\pm$0.0,&,\textbf{81.12}$\pm$0.0,&,93.11$\pm$0.0,&,\textbf{90.67},\\
