Methods,&,S2R,&,Avg,\\
SO,&,66.98$\pm$0.12,&,66.98,\\
DANCE,&,52.94$\pm$2.1,&,52.94,\\
OVANet,&,\textbf{67.0}$\pm$0.11,&,\textbf{67.0},\\
UniOT,&,64.22$\pm$1.22,&,64.22,\\
