Methods,&,A2C,&,A2P,&,A2R,&,C2A,&,C2P,&,C2R,&,P2A,&,P2C,&,P2R,&,R2A,&,R2C,&,R2P,&,Avg,\\
SO,&,71.07$\pm$0.09,&,91.59$\pm$0.09,&,95.69$\pm$0.06,&,90.87$\pm$0.12,&,93.28$\pm$0.11,&,95.59$\pm$0.06,&,76.68$\pm$0.1,&,76.23$\pm$0.13,&,94.01$\pm$0.04,&,86.36$\pm$0.06,&,76.35$\pm$0.19,&,95.01$\pm$0.08,&,86.89,\\
DANCE,&,80.3$\pm$0.07,&,\textbf{96.38}$\pm$0.07,&,95.85$\pm$0.04,&,90.33$\pm$0.07,&,96.25$\pm$0.08,&,96.87$\pm$0.04,&,80.12$\pm$0.12,&,\textbf{85.02}$\pm$0.17,&,95.72$\pm$0.06,&,85.97$\pm$0.11,&,\textbf{82.83}$\pm$0.12,&,\textbf{98.33}$\pm$0.03,&,90.33,\\
OVANet,&,74.67$\pm$0.25,&,94.7$\pm$0.11,&,96.66$\pm$0.08,&,91.45$\pm$0.12,&,95.04$\pm$0.09,&,95.75$\pm$0.11,&,74.86$\pm$0.48,&,80.2$\pm$0.12,&,95.05$\pm$0.03,&,86.19$\pm$0.25,&,77.77$\pm$0.15,&,95.88$\pm$0.4,&,88.18,\\
UniOT,&,\textbf{83.66}$\pm$1.53,&,95.93$\pm$0.71,&,97.09$\pm$0.12,&,85.3$\pm$0.44,&,94.79$\pm$1.04,&,95.52$\pm$0.62,&,79.53$\pm$3.62,&,81.36$\pm$0.86,&,95.12$\pm$0.1,&,79.36$\pm$2.17,&,82.07$\pm$1.19,&,96.52$\pm$0.38,&,88.85,\\
WiSE-FT,&,76.68$\pm$0.05,&,94.9$\pm$0.03,&,\textbf{97.41}$\pm$0.03,&,93.97$\pm$0.08,&,\textbf{96.57}$\pm$0.11,&,\textbf{97.54}$\pm$0.04,&,87.12$\pm$0.31,&,80.76$\pm$0.03,&,96.53$\pm$0.02,&,92.18$\pm$0.1,&,78.95$\pm$0.13,&,96.6$\pm$0.01,&,90.77,\\
CLIP cross-model,&,74.37$\pm$0.12,&,93.56$\pm$0.2,&,96.71$\pm$0.04,&,92.74$\pm$0.18,&,95.33$\pm$0.1,&,96.82$\pm$0.04,&,86.83$\pm$0.01,&,80.21$\pm$0.07,&,96.41$\pm$0.01,&,89.66$\pm$0.05,&,77.93$\pm$0.05,&,95.92$\pm$0.08,&,89.71,\\
CLIP zero-shot,&,80.3$\pm$0.0,&,94.82$\pm$0.0,&,94.29$\pm$0.0,&,91.45$\pm$0.0,&,94.82$\pm$0.0,&,94.29$\pm$0.0,&,91.45$\pm$0.0,&,80.3$\pm$0.0,&,94.29$\pm$0.0,&,91.45$\pm$0.0,&,80.3$\pm$0.0,&,94.82$\pm$0.0,&,90.21,\\
CLIP distillation (Ours),&,81.87$\pm$0.0,&,95.45$\pm$0.0,&,97.31$\pm$0.0,&,\textbf{94.44}$\pm$0.0,&,95.45$\pm$0.0,&,97.31$\pm$0.0,&,\textbf{94.44}$\pm$0.0,&,81.87$\pm$0.0,&,\textbf{97.31}$\pm$0.0,&,\textbf{94.44}$\pm$0.0,&,81.87$\pm$0.0,&,95.45$\pm$0.0,&,\textbf{92.27},\\
