Methods,&,S2R,&,Avg,\\
SO,&,55.31$\pm$0.09,&,55.31,\\
DANCE,&,58.08$\pm$2.87,&,58.08,\\
OVANet,&,43.55$\pm$0.06,&,43.55,\\
UniOT,&,\textbf{71.62}$\pm$0.95,&,\textbf{71.62},\\
