Methods,&,S2R,&,Avg,\\
SO,&,57.53$\pm$0.11,&,57.53,\\
DANCE,&,53.89$\pm$3.38,&,53.89,\\
OVANet,&,\textbf{58.03}$\pm$1.39,&,\textbf{58.03},\\
UniOT,&,56.6$\pm$5.32,&,56.6,\\
