Methods,&,S2R,&,Avg,\\
SO,&,65.03$\pm$0.09,&,65.03,\\
DANCE,&,61.84$\pm$2.94,&,61.84,\\
OVANet,&,\textbf{65.45}$\pm$1.18,&,\textbf{65.45},\\
UniOT,&,61.94$\pm$4.35,&,61.94,\\
