Methods,&,S2R,&,Avg,\\
SO,&,\textbf{50.36}$\pm$0.12,&,\textbf{50.36},\\
DANCE,&,41.33$\pm$3.31,&,41.33,\\
OVANet,&,46.48$\pm$0.91,&,46.48,\\
UniOT,&,44.15$\pm$2.1,&,44.15,\\
