Methods,&,P2R,&,P2S,&,R2P,&,R2S,&,S2P,&,S2R,&,Avg,\\
SO,&,66.02$\pm$0.08,&,58.9$\pm$0.15,&,62.84$\pm$0.14,&,62.92$\pm$0.1,&,56.69$\pm$0.15,&,71.78$\pm$0.18,&,63.19,\\
DANCE,&,67.79$\pm$0.1,&,60.3$\pm$0.19,&,62.77$\pm$0.05,&,63.68$\pm$0.09,&,62.86$\pm$0.15,&,71.88$\pm$0.16,&,64.88,\\
OVANet,&,68.0$\pm$0.2,&,59.14$\pm$0.18,&,64.61$\pm$0.13,&,62.38$\pm$0.11,&,58.54$\pm$0.19,&,73.13$\pm$0.18,&,64.3,\\
UniOT,&,68.37$\pm$0.31,&,57.98$\pm$0.38,&,59.43$\pm$0.4,&,61.62$\pm$0.05,&,57.71$\pm$0.52,&,72.16$\pm$0.22,&,62.88,\\
WiSE-FT,&,73.53$\pm$0.11,&,63.93$\pm$0.18,&,66.78$\pm$0.07,&,66.38$\pm$0.1,&,64.47$\pm$0.08,&,77.24$\pm$0.12,&,68.72,\\
CLIP cross-model,&,74.17$\pm$0.11,&,63.87$\pm$0.05,&,66.87$\pm$0.1,&,66.39$\pm$0.09,&,63.48$\pm$0.19,&,78.06$\pm$0.06,&,68.81,\\
CLIP zero-shot,&,79.43$\pm$0.0,&,65.78$\pm$0.0,&,67.12$\pm$0.0,&,65.78$\pm$0.0,&,67.12$\pm$0.0,&,79.43$\pm$0.0,&,70.78,\\
CLIP distillation (Ours),&,\textbf{82.88}$\pm$0.02,&,\textbf{68.79}$\pm$0.02,&,\textbf{71.5}$\pm$0.02,&,\textbf{68.79}$\pm$0.02,&,\textbf{71.5}$\pm$0.02,&,\textbf{82.88}$\pm$0.02,&,\textbf{74.39},\\
