Methods,&,S2R,&,Avg,\\
SO,&,24.59$\pm$0.26,&,24.59,\\
DANCE,&,\textbf{44.13}$\pm$0.66,&,\textbf{44.13},\\
OVANet,&,36.26$\pm$1.01,&,36.26,\\
UniOT,&,41.29$\pm$1.42,&,41.29,\\
