Methods,&,S2R,&,Avg,\\
SO,&,30.33$\pm$1.47,&,30.33,\\
DANCE,&,2.78$\pm$0.07,&,2.78,\\
OVANet,&,44.57$\pm$1.05,&,44.57,\\
UniOT,&,\textbf{54.48}$\pm$1.61,&,\textbf{54.48},\\
