Methods,&,S2R,&,Avg,\\
SO,&,34.92$\pm$1.08,&,34.92,\\
DANCE,&,4.04$\pm$0.09,&,4.04,\\
OVANet,&,45.91$\pm$1.55,&,45.91,\\
UniOT,&,\textbf{46.01}$\pm$0.84,&,\textbf{46.01},\\
