Methods,&,S2R,&,Avg,\\
SO,&,64.49$\pm$0.11,&,64.49,\\
DANCE,&,65.26$\pm$0.07,&,65.26,\\
OVANet,&,62.44$\pm$2.17,&,62.44,\\
UniOT,&,\textbf{71.56}$\pm$3.42,&,\textbf{71.56},\\
