Methods,&,S2R,&,Avg,\\
SO,&,59.14$\pm$0.12,&,59.14,\\
DANCE,&,53.03$\pm$0.04,&,53.03,\\
OVANet,&,53.6$\pm$0.61,&,53.6,\\
UniOT,&,\textbf{60.66}$\pm$2.94,&,\textbf{60.66},\\
