dataset,n_share,n_source_private,method,source,target,AA,H-score,H3-score,AUROC,OSCR
domainnet,150,0,Auto_only_cal,painting,real,90.3,71.59,74.97,93.16,85.72
domainnet,150,0,Auto_only_cal,painting,sketch,80.9,70.67,68.32,87.44,71.97
domainnet,150,0,Auto_only_cal,real,painting,74.43,76.39,73.58,88.35,73.89
domainnet,150,0,Auto_only_cal,real,sketch,77.62,76.81,72.04,87.56,72.07
domainnet,150,0,Auto_only_cal,sketch,painting,76.71,73.88,72.01,88.29,73.84
domainnet,150,0,Auto_only_cal,sketch,real,89.74,76.01,78.15,93.23,85.78
domainnet,150,0,Auto_wo_iid,painting,real,78.05,82.77,82.78,91.11,84.08
domainnet,150,0,Auto_wo_iid,painting,sketch,61.17,72.91,69.7,85.13,70.12
domainnet,150,0,Auto_wo_iid,real,painting,50.05,65.39,66.41,86.98,73.24
domainnet,150,0,Auto_wo_iid,real,sketch,57.93,71.34,68.74,85.83,70.73
domainnet,150,0,Auto_wo_iid,sketch,painting,52.34,67.04,67.53,86.66,72.99
domainnet,150,0,Auto_wo_iid,sketch,real,76.76,82.72,82.75,91.42,84.39
domainnet,150,0,Auto_wo_nll,painting,real,76.69,82.72,82.75,91.44,84.43
domainnet,150,0,Auto_wo_nll,painting,sketch,59.78,72.29,69.32,85.49,70.44
domainnet,150,0,Auto_wo_nll,real,painting,47.82,63.62,65.18,87.19,73.4
domainnet,150,0,Auto_wo_nll,real,sketch,55.48,69.71,67.72,86.08,70.92
domainnet,150,0,Auto_wo_nll,sketch,painting,50.92,66.03,66.84,86.86,73.15
domainnet,150,0,Auto_wo_nll,sketch,real,75.57,82.53,82.62,91.62,84.6
domainnet,150,0,Auto_wo_ood,painting,real,81.4,78.99,80.22,88.1,81.19
domainnet,150,0,Auto_wo_ood,painting,sketch,64.36,72.41,69.4,82.14,67.25
domainnet,150,0,Auto_wo_ood,real,painting,58.65,69.25,69.01,83.64,70.16
domainnet,150,0,Auto_wo_ood,real,sketch,64.34,72.65,69.54,82.42,67.51
domainnet,150,0,Auto_wo_ood,sketch,painting,58.14,69.38,69.1,84.23,70.71
domainnet,150,0,Auto_wo_ood,sketch,real,81.12,80.28,81.11,88.88,81.94
