Methods,&,A2D,&,A2W,&,D2A,&,D2W,&,W2A,&,W2D,&,Avg,\\
SO,&,88.41$\pm$0.08,&,90.78$\pm$0.01,&,93.09$\pm$0.24,&,98.55$\pm$0.09,&,93.27$\pm$0.15,&,99.8$\pm$0.01,&,93.98,\\
DANCE,&,\textbf{95.96}$\pm$0.3,&,93.03$\pm$1.31,&,92.92$\pm$3.15,&,\textbf{99.61}$\pm$0.03,&,89.5$\pm$2.19,&,\textbf{99.99}$\pm$0.0,&,95.17,\\
OVANet,&,91.39$\pm$0.11,&,92.25$\pm$0.45,&,94.92$\pm$0.2,&,99.18$\pm$0.02,&,94.46$\pm$0.26,&,99.94$\pm$0.01,&,95.36,\\
UniOT,&,76.31$\pm$2.68,&,90.53$\pm$0.4,&,93.58$\pm$1.57,&,95.05$\pm$0.95,&,94.31$\pm$1.24,&,93.94$\pm$0.64,&,90.62,\\
WiSE-FT,&,91.82$\pm$0.07,&,92.29$\pm$0.05,&,94.53$\pm$0.1,&,98.52$\pm$0.04,&,95.0$\pm$0.08,&,99.48$\pm$0.3,&,95.27,\\
CLIP cross-model,&,90.86$\pm$0.17,&,92.18$\pm$0.07,&,\textbf{95.49}$\pm$0.01,&,98.55$\pm$0.01,&,\textbf{95.42}$\pm$0.01,&,99.76$\pm$0.0,&,\textbf{95.38},\\
CLIP zero-shot,&,91.26$\pm$0.0,&,89.87$\pm$0.0,&,89.17$\pm$0.0,&,89.87$\pm$0.0,&,89.17$\pm$0.0,&,91.26$\pm$0.0,&,90.1,\\
CLIP distillation (Ours),&,93.48$\pm$0.0,&,\textbf{93.06}$\pm$0.0,&,94.5$\pm$0.0,&,93.06$\pm$0.0,&,94.5$\pm$0.0,&,93.48$\pm$0.0,&,93.68,\\
