Methods,&,S2R,&,Avg,\\
SO,&,75.79$\pm$0.14,&,75.79,\\
DANCE,&,74.3$\pm$0.09,&,74.3,\\
OVANet,&,39.27$\pm$0.2,&,39.27,\\
UniOT,&,\textbf{83.08}$\pm$0.84,&,\textbf{83.08},\\
