Methods,&,S2R,&,Avg,\\
SO,&,74.24$\pm$0.08,&,74.24,\\
DANCE,&,75.77$\pm$0.07,&,75.77,\\
OVANet,&,66.07$\pm$0.27,&,66.07,\\
UniOT,&,\textbf{77.69}$\pm$1.43,&,\textbf{77.69},\\
