Methods,&,S2R,&,Avg,\\
SO,&,38.06$\pm$0.14,&,38.06,\\
DANCE,&,26.49$\pm$2.97,&,26.49,\\
OVANet,&,\textbf{61.51}$\pm$0.47,&,\textbf{61.51},\\
UniOT,&,29.62$\pm$1.0,&,29.62,\\
