Methods,&,S2R,&,Avg,\\
SO,&,66.93$\pm$0.21,&,66.93,\\
DANCE,&,44.51$\pm$2.93,&,44.51,\\
OVANet,&,\textbf{66.98}$\pm$0.18,&,\textbf{66.98},\\
UniOT,&,40.67$\pm$1.38,&,40.67,\\
